OID_,DataZone,DZName,LAName,SAPE2017,WAPE2017,Rankv2,Quintilev2,Decilev2,Vigintilv2,Percentv2,IncRate,IncNumDep,IncRankv2,EmpRate,EmpNumDep,EmpRank,HlthCIF,HlthAlcSR,HlthDrugSR,HlthSMR,HlthDprsPc,HlthLBWTPc,HlthEmergS,HlthRank,EduAttend,EduAttain,EduNoQuals,EduPartici,EduUniver,EduRank,GAccPetrol,GAccDTGP,GAccDTPost,GAccDTPsch,GAccDTSsch,GAccDTRet,GAccPTGP,GAccPTPost,GAccPTRet,GAccBrdbnd,GAccRank,CrimeCount,CrimeRate,CrimeRank,HouseNumOC,HouseNumNC,HouseOCrat,HouseNCrat,HouseRank
423,S01006929,Westhill North and South - 01,Aberdeenshire,829,558,6869,5,10,20,99,1%,7,6914,1%,6,6884,20,0,37,48,11%,0%,55,6911,95%,6.24,15,0%,15%,6840,3.69,4.39,2.29,2.83,2.41,3.36,16.95,12.3,16.24,3%,2212,4,49,6176,16,4,2%,0%,6669
424,S01006930,Westhill North and South - 02,Aberdeenshire,854,553,6897,5,10,20,99,1%,5,6957,2%,10,6583,20,8,19,42,14%,3%,66,6809,0%,6.06,24,1%,16%,6653,3.31,4.01,2.03,2.58,2.43,2.99,15.4,10.59,14.03,2%,2855,0,0,6660,8,1,1%,0%,6916
425,S01006931,Westhill North and South - 03,Aberdeenshire,395,263,5451,4,8,16,79,4%,15,5558,2%,6,6313,35,9,0,62,13%,0%,52,6661,0%,5.86,48,0%,6%,6372,5.69,6.4,5.98,6.2,8.4,7.71,19.22,19.25,23.78,82%,361,0,0,6635,13,9,3%,2%,5557
426,S01006932,Westhill North and South - 04,Aberdeenshire,1340,887,5908,5,9,17,85,3%,38,6043,2%,20,6297,35,14,0,28,12%,9%,57,6682,94%,5.66,26,2%,16%,6275,3.46,5.76,4.12,3.72,4.62,4.25,23.84,17.69,19.88,13%,779,11,84,5445,20,0,3%,0%,6421
427,S01006933,Westhill North and South - 05,Aberdeenshire,532,393,6950,5,10,20,100,1%,5,6892,2%,9,6341,20,43,0,98,15%,3%,70,6637,0%,5.7,20,0%,10%,6400,3.25,3.97,1.87,2.31,1.21,2.94,11.91,6.47,10.33,0%,5091,0,0,6928,23,2,4%,0%,6041
428,S01006934,Westhill North and South - 06,Aberdeenshire,1093,664,5314,4,8,16,77,3%,33,5964,3%,21,5702,45,60,0,126,18%,3%,77,5236,92%,5.78,68,2%,11%,5229,4.13,6.35,4.75,3.59,5.26,5.01,20.93,15.47,16.4,10%,721,7,65,5855,25,9,4%,2%,5334.5
429,S01006935,Westhill Central - 01,Aberdeenshire,690,411,6942,5,10,20,100,1%,9,6778,2%,8,6514,30,5,0,63,13%,15%,62,6655,0%,5.15,29,2%,13%,5842,2.68,3.38,1.45,2.17,2.43,2.37,12.29,7.03,10.4,0%,5028,0,0,6805,13,0,2%,0%,6779
430,S01006936,Westhill Central - 02,Aberdeenshire,570,333,6635,5,10,20,96,4%,22,5532,3%,10,5709,40,31,28,69,16%,5%,64,5922,0%,6.38,38,5%,11%,6563,1.73,2.43,1.38,2.52,2.83,1.78,8.52,5.01,5.63,0%,6534,6,107,4980,16,1,2%,0%,6612
431,S01006937,Westhill Central - 03,Aberdeenshire,669,441,6703,5,10,20,97,2%,15,6349,2%,11,6155,25,10,0,72,16%,0%,63,6675,84%,5.3,35,0%,13%,5120,2.87,3.77,2.17,2.88,3.61,2.29,13.96,8.15,8.14,0%,4069,0,0,6928,27,13,4%,2%,5618
432,S01006938,Westhill Central - 04,Aberdeenshire,502,306,5711,5,9,17,82,4%,21,5371,3%,10,5618,55,101,0,71,18%,13%,80,4838,0%,5,46,0%,0%,4104,1.94,3.97,2.76,2.27,3.57,2.88,14.25,8.3,9.18,0%,3875,0,0,6358,43,3,8%,1%,4282
433,S01006939,Westhill Central - 05,Aberdeenshire,589,363,6817,5,10,20,98,2%,10,6605,2%,6,6628,15,18,0,70,13%,0%,45,6934,91%,5.95,33,4%,12%,5858,3.32,5.02,3.11,1.97,2.82,3.65,13.02,6.91,10.56,13%,2851,0,0,6749,20,0,3%,0%,6426
434,S01006940,Westhill Central - 06,Aberdeenshire,868,574,6851,5,10,20,99,2%,18,6444,3%,16,5995,30,101,17,66,16%,0%,65,6298,92%,6.25,33,0%,15%,6526,2.45,3.52,1.82,2.53,2.93,2.04,12.14,6.29,6.87,1%,5018,4,47,6230,42,0,4%,0%,5988
435,S01006941,Garlogie and Elrick - 01,Aberdeenshire,627,401,5916,5,9,17,85,3%,19,5955.5,4%,15,5251.5,35,25,0,82,16%,4%,66,6255,92%,5.88,46,2%,7%,5547,1.36,3.57,3.36,2.7,3.9,3.77,13.39,7.46,7.71,2%,3529,19,309,2155,19,12,3%,2%,5799
436,S01006942,Garlogie and Elrick - 02,Aberdeenshire,1003,666,6145,5,9,18,89,2%,25,6224,3%,19,5922,35,37,0,57,15%,0%,70,6300,95%,6.09,31,2%,12%,6441,2.69,5.11,3.88,3.5,4.53,4.04,19.61,13.26,14.71,0%,1267,3,31,6553,15,7,1%,1%,6745
437,S01006943,Garlogie and Elrick - 03,Aberdeenshire,666,448,6659,5,10,20,96,2%,14,6435,1%,6,6799,10,32,0,45,10%,3%,50,6962,0%,6.13,13,1%,31%,6942,1.65,4.41,4.21,4.07,5.11,4.83,18.33,11.98,13.53,0%,1484,3,46,6253.5,9,0,1%,0%,6875
438,S01006944,Garlogie and Elrick - 04,Aberdeenshire,1213,813,5286,4,8,16,76,6%,69,4730,3%,27,5566,40,23,0,51,10%,3%,46,6696,89%,5.44,24,5%,5%,4967,2.29,5.04,4.74,4.31,5.48,5.08,18.66,12.27,14.21,0%,1097,6,50,6155,36,6,4%,1%,5863
439,S01006945,Garlogie and Elrick - 05,Aberdeenshire,460,313,6835,5,10,20,98,2%,7,6697,1%,4,6787,20,14,0,122,15%,0%,52,6808,0%,5.82,30,0%,10%,6502,2.54,4.54,2.9,2.68,3.55,3.02,16.39,10.25,11.96,0%,2521,0,0,6286,10,6,2%,1%,6468
440,S01006946,Newmachar and Fintray - 01,Aberdeenshire,743,492,5854,5,9,17,84,1%,5,6948,1%,7,6746,20,14,34,81,11%,5%,47,6872,0%,5.57,40,2%,11%,6069,10.46,9.35,2.48,3.19,11.21,11.54,26.88,9.44,22.86,14%,459,14,192,3523,42,2,5%,0%,5607
441,S01006947,Newmachar and Fintray - 02,Aberdeenshire,849,580,5279,4,8,16,76,4%,37,5293,3%,17,5830,45,61,0,63,15%,8%,64,5910,88%,5.3,47,1%,9%,4737,9.87,9.39,1.24,2.31,10.6,10.96,19.45,4.29,13.9,0%,1033,10,120,4751,55,6,6%,1%,4892
442,S01006948,Newmachar and Fintray - 03,Aberdeenshire,853,484,4895,4,8,15,71,3%,28,5828,4%,18,5310,55,63,75,81,17%,9%,75,4773,94%,5.85,57,1%,7%,5571,10.11,9.81,2.75,4.41,11.01,11.19,24.04,9.43,20.13,27%,426,9,108,4975,35,14,4%,2%,5549
443,S01006949,Newmachar and Fintray - 04,Aberdeenshire,726,467,5552,4,8,16,80,1%,9,6807,2%,9,6579,20,20,0,62,11%,0%,60,6863,94%,5.47,41,0%,13%,6043,9.13,7.44,6.25,3.38,10.64,10.99,35.42,25.71,40.26,45%,194,6,84,5429,13,9,2%,1%,6387
444,S01006950,Newmachar and Fintray - 05,Aberdeenshire,630,414,3721,3,6,11,54,9%,57,3637,5%,21,4595,55,22,17,87,12%,6%,62,5752,86%,5,29,5%,8%,4314,11.37,7.98,4.57,5.25,12.35,11.71,36.67,11.53,37.07,3%,259,9,146,4254,20,0,4%,0%,6290.5
445,S01006951,Newmachar and Fintray - 06,Aberdeenshire,429,271,5211,4,8,15,75,4%,16,5593,4%,11,5024,50,24,0,68,16%,11%,72,5648,0%,5.82,46,1%,16%,5873,8.89,8.5,1.8,3.16,9.31,10.11,21.88,6.89,17.51,3%,702,0,0,6928,12,13,3%,3%,5673.5
446,S01006952,Balmedie and Potterton - 01,Aberdeenshire,813,531,4742,4,7,14,68,4%,33,5434,4%,19,5356,60,28,37,86,16%,3%,77,4927,91%,5.63,67,0%,13%,5417,6.88,8.09,2.97,8.45,9.97,7.46,25.04,12.45,23.29,39%,414,10,125,4646,50,29,6%,4%,3874
447,S01006953,Balmedie and Potterton - 02,Aberdeenshire,791,499,5871,5,9,17,85,2%,19,6268,2%,11,6322.5,20,28,0,71,13%,9%,55,6820,94%,5.58,47,1%,12%,5868,6.85,9.33,1.99,3.08,11.61,7.74,23.08,6.73,24.82,14%,618,3,39,6401,20,7,3%,1%,6367
448,S01006954,Balmedie and Potterton - 03,Aberdeenshire,820,513,5583,5,9,17,81,2%,17,6445,2%,12,6270,35,17,0,42,13%,13%,67,6471,95%,5.52,56,1%,8%,5527,6.47,9.02,3.09,7.6,11.16,7.09,25,13.91,23.63,13%,427,6,75,5643,27,6,3%,1%,6160
449,S01006955,Balmedie and Potterton - 04,Aberdeenshire,610,389,3708,3,6,11,54,9%,52,3780,5%,20,4517,55,104,21,109,16%,0%,87,4608,78%,4.73,71,0%,4%,2717,6.5,9.06,1.13,1.82,10.87,7.42,23.35,4.43,24.84,1%,1027,9,150,4184,81,8,13%,1%,2348
450,S01006956,Balmedie and Potterton - 05,Aberdeenshire,1116,739,5461,4,8,16,79,4%,43,5537,4%,27,5367,40,18,0,80,12%,0%,55,6468,92%,5.94,43,1%,9%,5803,6.64,9.2,1.56,2.31,11,7.56,23.31,4.37,24.8,0%,895,6,55,6069,54,20,5%,2%,5063
451,S01006957,Balmedie and Potterton - 06,Aberdeenshire,1116,737,5780,5,9,17,83,2%,20,6565,1%,8,6857,35,17,13,124,14%,0%,56,6403,92%,5.8,47,1%,16%,5974,8.65,9.17,4.02,5.46,12.84,9.42,20.31,10.58,24.65,37%,381,9,82,5480,22,5,2%,0%,6629
452,S01006958,Ellon East - 01,Aberdeenshire,1270,748,5980,5,9,18,86,4%,53,5375,3%,23,5728,45,13,0,72,17%,2%,63,6027,93%,5.71,51,4%,10%,5399,2.51,2.42,2.33,4.11,5.23,3.27,8.04,6.03,8.61,28%,3509,27,209,3271,19,2,2%,0%,6665.5
453,S01006959,Ellon East - 02,Aberdeenshire,698,402,3001,3,5,9,44,13%,91,2674,9%,37,2935.5,75,60,0,125,26%,0%,77,3787,80%,4.9,87,3%,5%,2382,0.94,1.63,1.24,1.82,4.21,1.58,5.23,3.36,4.69,0%,6921,38,541,868,66,5,10%,1%,3559
454,S01006960,Ellon East - 03,Aberdeenshire,1014,658,5817,5,9,17,84,3%,34,5794,4%,25,5242,45,0,0,63,13%,3%,61,6459,91%,6.27,36,1%,17%,6446,3.5,3.51,3.57,4.28,6.28,3.75,14.7,13.05,14.82,6%,1252,3,30,6563,24,3,2%,0%,6578
455,S01006961,Ellon East - 04,Aberdeenshire,974,635,6376,5,10,19,92,1%,10,6870,2%,14,6360,30,9,0,95,11%,4%,63,6684,89%,5.83,27,2%,8%,5693,3.24,3.84,3.9,4.77,6.79,4.08,14.78,12.95,14.96,0%,1235,0,0,6699,14,3,1%,0%,6806
456,S01006962,Ellon East - 05,Aberdeenshire,842,520,6661,5,10,20,96,2%,19,6344,3%,15,5881,35,176,0,73,15%,11%,61,6113,89%,5.78,62,1%,8%,4806,2.53,2.42,1.63,2.38,3.55,2.75,6.73,4.66,7.12,0%,6132,7,85,5416,36,10,4%,1%,5692
457,S01006963,Ellon East - 06,Aberdeenshire,635,417,5761,5,9,17,83,3%,22,5726,5%,20,4639,40,16,24,75,13%,0%,71,6135,85%,5.5,56,2%,6%,4130,3.53,3.41,2.63,1.97,4.67,3.75,9.27,7.12,9.74,0%,3833,0,0,6524,11,1,2%,0%,6789
458,S01006964,Ellon East - 07,Aberdeenshire,660,469,5567,4,8,16,80,3%,23,5718,3%,15,5610,30,50,18,64,16%,3%,79,6175,89%,5.58,69,10%,5%,3731,4.09,3.98,3.19,2.32,5.25,4.31,8.01,5.94,8.43,25%,2318,8,124,4684,58,12,8%,2%,3923
459,S01006965,Ellon West - 01,Aberdeenshire,500,308,6081,5,9,18,88,3%,17,5767,4%,12,5127,45,116,0,98,19%,0%,61,5563,0%,6.33,50,2%,21%,6816,3.27,3.88,2.56,2.42,5.66,3.96,7.81,5.61,7.76,25%,2872,0,0,6352,26,10,5%,2%,4769
460,S01006966,Ellon West - 02,Aberdeenshire,558,368,3326,3,5,10,48,10%,58,3304,9%,32,3157.5,85,64,55,95,18%,8%,84,3694,82%,5.46,100,3%,5%,2917,3.29,4.78,1.54,2.39,6.84,4.53,10.72,5.06,10.16,2%,2761,14,256,2673,41,9,7%,1%,4381
461,S01006967,Ellon West - 03,Aberdeenshire,604,404,6516,5,10,19,94,3%,16,6153,2%,8,6488,25,24,0,38,15%,5%,59,6734,94%,5.79,52,1%,10%,5786,3.1,4.58,1.71,2.39,7.06,4.34,12.18,7.12,11.62,18%,2194,0,0,6928,37,4,6%,1%,5151
462,S01006968,Ellon West - 04,Aberdeenshire,474,269,4178,3,6,12,60,8%,36,4044,6%,17,4026,65,45,0,99,19%,0%,70,4829,90%,5.6,95,6%,5%,3641,2.79,4.28,2.04,2.01,6.7,4.04,10.82,7.45,9.98,1%,2906,16,344,1868,34,11,7%,2%,4197
463,S01006969,Ellon West - 05,Aberdeenshire,841,462,4469,4,7,13,65,7%,58,4299,5%,25,4372.5,60,121,61,129,24%,6%,91,3592,87%,5.64,64,0%,11%,4975,2.99,4.26,2.75,2.7,6.65,4.09,11.24,8.73,10.18,55%,1703,7,85,5415,48,11,5%,1%,5085
464,S01006970,Ellon West - 06,Aberdeenshire,636,413,6507,5,10,19,94,2%,15,6299,3%,12,5886.5,25,5,0,67,11%,0%,47,6884,90%,5.58,26,1%,15%,5987,2.67,2.68,2.74,3.53,5.66,2.92,11.57,11.06,11.74,6%,2681,5,80,5532,11,0,2%,0%,6846
465,S01006971,Ellon West - 07,Aberdeenshire,480,284,4158,3,6,12,60,11%,52,3191,5%,14,4603,65,98,36,118,22%,0%,88,3808,80%,4.8,88,0%,11%,3142,1.33,2.7,2.1,1.73,5.31,2.54,7.39,5.48,6.78,0%,5734,11,234,2943,47,9,9%,2%,3379.5
466,S01006972,Ythanside - 01,Aberdeenshire,639,430,5390,4,8,16,78,3%,21,5826,2%,8,6595,30,68,24,25,11%,4%,46,6754,90%,5.74,59,0%,11%,5412,9.53,9.7,6.52,2.77,9.53,10.02,23.28,18.15,24.28,70%,306,0,0,6778,28,10,5%,2%,4805
467,S01006973,Ythanside - 02,Aberdeenshire,638,378,5097,4,8,15,74,3%,17,6147,4%,15,5082,35,68,26,58,13%,8%,76,6040,0%,6.25,52,0%,11%,6381,8.83,8.76,7.92,2.22,8.58,9.14,22.1,17.83,23.11,18%,423,12,192,3527,11,10,2%,2%,6147
468,S01006974,Ythanside - 03,Aberdeenshire,1015,649,5184,4,8,15,75,4%,45,5265,3%,20,5671,35,36,0,74,14%,0%,57,6461,89%,5.97,31,4%,13%,5815,9.38,9.35,8.57,1.92,9.2,9.69,20.82,18.69,22.85,3%,448,4,40,6374,36,9,3%,1%,6029
469,S01006975,Ythanside - 04,Aberdeenshire,994,681,5062,4,8,15,73,3%,26,6167,2%,14,6468,35,17,14,85,14%,4%,52,6519,88%,5.75,47,0%,11%,5473,9.5,8.79,8.47,5.63,12.39,13.91,27.22,23.33,39.17,61%,109,5,51,6140,30,40,3%,4%,4781
470,S01006976,Ythanside - 05,Aberdeenshire,453,287,5243,4,8,16,76,2%,8,6577,3%,9,5757,35,36,33,66,15%,0%,72,6108,87%,5.74,59,0%,12%,5202,5.81,6.25,4.93,6.05,9.2,6.35,19.96,15.68,20.13,97%,394,4,90,5322,31,23,7%,5%,3011
471,S01006977,Ythanside - 06,Aberdeenshire,807,545,4626,4,7,14,67,6%,51,4487,3%,14,6117,40,17,50,74,14%,0%,65,6126,91%,5.69,57,1%,9%,5231,5.77,6.28,5.82,4.74,7.76,6.67,18.53,16.33,19.51,76%,444,25,316,2102,38,23,5%,3%,4758
472,S01006978,Ythsie - 01,Aberdeenshire,914,572,4404,4,7,13,64,7%,65,4214,5%,27,4695,55,74,32,67,14%,2%,74,5216,86%,5.66,72,0%,10%,4685,2.34,2.56,2.95,2.25,12.86,13.02,11.5,12.86,38.05,35%,923,13,145,4261,60,19,7%,2%,4005
473,S01006979,Ythsie - 02,Aberdeenshire,968,586,4859,4,7,14,70,4%,41,5344,5%,27,4780,50,76,17,69,15%,0%,60,5680,89%,5.8,54,4%,7%,4693,7.93,6.41,1.55,1.73,10.41,9.68,15.87,8.6,39.37,18%,756,8,84,5430,40,18,5%,2%,4981
474,S01006980,Ythsie - 03,Aberdeenshire,894,589,5258,4,8,16,76,3%,29,5845,2%,13,6305,35,16,52,84,12%,8%,65,6313,94%,5.72,54,1%,10%,5604,7.85,6.89,3.9,5.29,11.86,10.11,20.95,14.74,36.06,54%,345,11,125,4644,36,15,4%,2%,5350
475,S01006981,Ythsie - 04,Aberdeenshire,751,508,4804,4,7,14,69,5%,34,5215,4%,20,5172,40,13,0,79,15%,6%,66,6165,88%,5.79,71,3%,10%,4669,11.62,2.85,9.08,3.3,12.35,11.9,13.15,25.34,36.21,34%,422,3,41,6353,24,24,3%,3%,5366
476,S01006982,Ythsie - 05,Aberdeenshire,875,562,5999,5,9,18,86,3%,29,5817,2%,13,6292,30,48,46,74,12%,0%,76,6317,91%,5.7,61,2%,11%,5236,9.02,1.53,5.69,1.74,11.3,9.31,4.65,11.1,15.96,2%,1722,9,105,5017,59,8,6%,1%,4778
477,S01006983,Ythsie - 06,Aberdeenshire,750,479,4708,4,7,14,68,5%,35,5146,4%,21,4951,45,39,38,84,15%,6%,80,5407,81%,5.2,49,2%,5%,3604,8.62,2.18,5.3,2.5,10.89,8.9,7.3,12.79,17.37,14%,1058,13,177,3760,16,17,2%,2%,6002
478,S01006984,Ythsie - 07,Aberdeenshire,874,588,5597,5,9,17,81,2%,16,6552,2%,12,6478,20,4,0,80,13%,4%,69,6800,0%,6.05,25,0%,15%,6779,9.05,6.57,6.91,3.73,11.44,9.35,21.93,21.67,25.95,49%,321,15,175,3794,28,28,4%,4%,4519
479,S01006985,Barrahill - 01,Aberdeenshire,929,567,6102,5,9,18,88,4%,36,5518.5,4%,20,5427,45,58,51,81,15%,4%,74,5383,89%,5.59,72,3%,11%,4542,1.72,1.79,1.75,1.85,2.73,1.81,7.03,5.77,6,11%,5876,7,77,5598,53,2,5%,0%,5622
480,S01006986,Barrahill - 02,Aberdeenshire,676,429,6122,5,9,18,88,5%,33,5048.5,3%,14,5633,60,31,0,84,17%,0%,84,4955,90%,5.75,58,0%,11%,5447,1.5,2.06,1.66,2.65,2.86,1.8,8.81,6.04,6.39,3%,5792,4,60,5960.5,27,3,4%,0%,5932
481,S01006987,Barrahill - 03,Aberdeenshire,693,416,5230,4,8,15,75,5%,34,5031.5,5%,22,4419,45,68,0,119,15%,8%,87,5242,83%,5.69,68,6%,6%,3650,0.77,2.57,1.31,2.48,3.67,1.57,6.26,3.31,3.79,1%,6546,17,250,2747,39,6,6%,1%,5033
482,S01006988,Barrahill - 04,Aberdeenshire,653,430,5460,4,8,16,79,5%,33,4974,3%,11,6149,60,6,0,85,15%,0%,72,5573,83%,5.57,71,2%,8%,3869,3.39,3.37,3.45,3.36,4,3.54,10.83,10.21,10.67,28%,2210,6,94,5242,35,9,6%,1%,4851
483,S01006989,Barrahill - 05,Aberdeenshire,1091,701,5890,5,9,17,85,1%,13,6818,3%,19,5961,30,50,29,47,12%,0%,63,6563,94%,6.2,43,2%,17%,6360,4.65,6.77,5.44,3.69,7.27,8.06,15.62,12.52,18.79,39%,574,7,65,5848,25,14,2%,1%,6237
484,S01006990,Barrahill - 06,Aberdeenshire,1020,665,6136,5,9,18,88,4%,36,5693.5,2%,12,6632,30,21,0,55,9%,8%,57,6772,90%,5.68,35,2%,10%,5469,2.67,3.54,3.3,3.78,4.2,3.64,18.59,14.72,16.06,35%,1400,5,50,6162,25,1,3%,0%,6544
485,S01006991,Fyvie-Rothie - 01,Aberdeenshire,426,254,2937,3,5,9,43,12%,50,2969,9%,24,2873,75,135,40,84,20%,0%,80,3865,0%,5.5,100,9%,3%,2973,10.44,1.13,7.67,1.3,13.04,12.45,3.63,17,18.07,8%,1709,12,287,2367,34,12,8%,3%,3581
486,S01006992,Fyvie-Rothie - 02,Aberdeenshire,596,377,4609,4,7,14,67,4%,26,5290,3%,12,5718,40,35,0,38,14%,0%,59,6427,86%,5.89,59,0%,11%,5272,9.86,10.44,10.77,5.89,12.36,12.22,25.81,24.41,27.95,87%,91,0,0,6752,21,18,3%,3%,5207
487,S01006993,Fyvie-Rothie - 03,Aberdeenshire,562,384,3544,3,6,11,51,6%,36,4463,5%,20,4547,50,79,27,74,12%,0%,69,5632,82%,5.25,90,1%,6%,3101,10.11,8.56,9.25,7.64,15.23,15.58,21.4,23.13,38.94,60%,101,0,0,6928,30,21,6%,4%,3882
488,S01006994,Fyvie-Rothie - 04,Aberdeenshire,568,388,3527,3,6,11,51,6%,34,4612,8%,31,3350,75,34,26,69,13%,8%,79,4739,87%,5.22,66,2%,12%,4179,9.01,4.81,8.88,4.64,12.28,11.9,21.63,25.92,31.82,54%,234,0,0,6447,17,9,3%,2%,5930
489,S01006995,Fyvie-Rothie - 05,Aberdeenshire,906,586,5419,4,8,16,78,2%,22,6254,2%,10,6680,40,49,31,86,11%,0%,67,6161,84%,5.76,71,1%,12%,4642,5.05,8.92,3.43,3.97,11.93,12.71,25.71,10.79,32.6,56%,366,0,0,6678,28,9,3%,1%,6043
490,S01006996,Fyvie-Rothie - 06,Aberdeenshire,870,559,5145,4,8,15,74,4%,35,5442,3%,17,5816,45,27,0,88,14%,4%,80,5735,88%,5.67,96,2%,7%,3880,4.65,8.57,0.91,1.89,12.39,13.18,28.48,3.73,28.89,0%,1018,9,106,5008,55,8,7%,1%,4484
491,S01006997,"Insch, Oyne and Ythanwells - 01",Aberdeenshire,862,569,5642,5,9,17,81,1%,12,6753,2%,13,6246,30,9,0,48,10%,3%,53,6825,95%,5.43,43,0%,9%,5999,11.17,8.62,7.73,1.92,16.43,8.53,23.76,22.2,24.52,30%,341,8,95,5228,19,15,2%,2%,6037
492,S01006998,"Insch, Oyne and Ythanwells - 02",Aberdeenshire,1300,819,5283,4,8,16,76,3%,34,6168,4%,31,5262,40,45,0,56,15%,4%,74,5999,92%,5.78,57,1%,10%,5467,12.28,4.36,3.48,3.8,18.66,4.37,16.9,14.84,16.54,34%,596,12,94,5239,18,24,2%,2%,6217
493,S01006999,"Insch, Oyne and Ythanwells - 03",Aberdeenshire,827,541,4005,3,6,12,58,5%,40,5070,3%,19,5513,45,20,0,137,15%,0%,67,5802,90%,5.33,75,3%,9%,4175,11.28,13.35,9.45,4.45,15.48,14.14,33.38,23.63,35.34,87%,53,8,99,5143,26,56,3%,7%,3819
494,S01007000,"Insch, Oyne and Ythanwells - 04",Aberdeenshire,990,570,5104,4,8,15,74,5%,46,5157,5%,26,4812.5,40,23,0,82,16%,0%,63,6119,92%,5.5,68,2%,10%,4892,14.2,2.99,2.64,2.87,19.76,3.25,10.12,8.62,10.04,11%,1386,16,165,3947,38,11,4%,1%,5690
495,S01007001,"Insch, Oyne and Ythanwells - 05",Aberdeenshire,1062,601,4811,4,7,14,69,8%,84,3946,7%,41,3764,65,38,45,99,19%,7%,71,4507,88%,6.03,50,1%,7%,5296,13.42,1.5,1.37,1.73,19.95,1.76,5.76,4.72,5.54,1%,5138,15,144,4280,36,12,4%,1%,5686
496,S01007002,Clashindarroch - 01,Aberdeenshire,741,422,3456,3,5,10,50,7%,53,4196,7%,31,3590,75,23,0,114,18%,4%,74,4573,86%,5,107,1%,4%,2826,3.38,4.66,4.91,5.73,5.66,5.14,13.95,11.88,12.23,40%,870,18,248,2785,38,8,6%,1%,4683.5
497,S01007003,Clashindarroch - 02,Aberdeenshire,557,341,5026,4,8,15,73,4%,20,5664,3%,10,5938.5,25,13,0,56,12%,5%,59,6798,91%,5.31,70,4%,13%,4604,5.22,6.33,7.15,6.58,8.58,7.24,19.75,20.69,20.84,68%,376,7,128,4594,26,28,5%,5%,3605
498,S01007004,Clashindarroch - 03,Aberdeenshire,772,501,4349,4,7,13,63,5%,35,5213,3%,17,5505.5,50,18,0,87,13%,3%,74,5818,80%,5.36,64,1%,7%,3628,12.87,6.64,6.29,2.58,16.66,11.56,25.87,24.38,32.06,56%,212,6,79,5551,19,30,3%,4%,5003
499,S01007005,Clashindarroch - 04,Aberdeenshire,888,577,5596,5,9,17,81,3%,23,6178,3%,16,5986,35,40,18,72,9%,4%,72,6436,95%,5.73,43,0%,10%,6188,9.21,5.13,5.94,3.98,10.13,6.27,19.83,17.19,19.32,72%,434,0,0,6860.5,10,21,1%,2%,6357
500,S01007006,Clashindarroch - 05,Aberdeenshire,896,542,3732,3,6,11,54,8%,72,3899,6%,31,4269,70,47,0,86,17%,5%,81,4525,82%,5.63,86,2%,10%,3742,7.98,4.22,3.83,2.47,13.73,13.36,15.25,13.2,26.5,36%,532,8,91,5301.5,50,22,6%,2%,4505
501,S01007007,Clashindarroch - 06,Aberdeenshire,799,503,3975,3,6,12,57,6%,50,4512,4%,19,5253,35,4,0,65,13%,9%,60,6594,83%,5.58,78,2%,7%,3733,6.86,10.05,10.49,5.43,12,10.71,25.95,25.98,26.49,78%,132,8,102,5077,39,44,5%,5%,3769.5
502,S01007008,Huntly - 01,Aberdeenshire,1024,590,3529,3,6,11,51,10%,106,3319,10%,56,2856,80,37,66,155,19%,5%,82,3713,82%,5.25,100,5%,7%,2727,2.04,2.41,1.68,3.11,2.75,1.97,6.81,4.62,5.06,7%,5840,15,149,4207,109,15,11%,2%,2908
503,S01007009,Huntly - 02,Aberdeenshire,1047,624,4587,4,7,14,66,8%,82,3975,7%,41,3926,55,70,16,71,16%,5%,67,5278,88%,5.53,112,5%,8%,3459,2.66,2.72,1.99,2.93,2.91,2.07,10.36,8.08,7.57,4%,4693,16,156,4085,85,11,8%,1%,3902
504,S01007010,Huntly - 03,Aberdeenshire,775,391,6155,5,9,18,89,5%,36,5158,3%,12,5641,50,74,23,99,21%,9%,73,4808,0%,6,66,0%,12%,6148,1.88,1.26,1.94,3.37,3.46,2.12,5.24,5.86,5.96,0%,6261,13,171,3849,29,9,4%,1%,5837
505,S01007011,Huntly - 04,Aberdeenshire,803,496,2087,2,3,6,30,17%,140,1816,13%,63,1957,95,125,0,99,20%,11%,110,3128,81%,4.96,109,7%,2%,1749,1.82,1.24,1.34,2.95,2.99,1.71,4.21,3.68,4.26,2%,6524,52,648,591,72,19,8%,2%,3491.5
506,S01007012,Huntly - 05,Aberdeenshire,682,393,1701,2,3,5,25,18%,124,1699.5,13%,51,1864,95,130,323,76,19%,8%,106,2821,68%,4.8,159,5%,2%,608,2.29,2.15,2.52,3.95,3.89,2.88,8.98,8.59,9.07,13%,3941,18,269,2516,91,4,13%,1%,2627
507,S01007013,Auchterless and Monquhitter - 01,Aberdeenshire,561,338,5021,4,8,15,72,3%,15,6140,4%,12,5379,40,42,29,75,15%,6%,82,5647,87%,5.42,84,1%,13%,4331,4.12,5.48,5.38,7.27,5.03,5.9,19.37,16,17.68,81%,514,6,109,4951,7,11,1%,2%,6452
508,S01007014,Auchterless and Monquhitter - 02,Aberdeenshire,1069,683,5146,4,8,15,74,4%,39,5635.5,3%,22,5697,40,7,0,82,14%,3%,52,6505,89%,5.47,67,1%,6%,4311,4.74,6.3,4.91,4.83,5.31,5.43,21.64,15.03,17.2,63%,548,7,67,5814,20,14,2%,1%,6365
